Tiempo total(ms),Promedio(ms),Sensores,Eventos,Request a Sensor por Prueba
4176.616668701172,41.352640284170015,201,800,1
2517.0326232910156,23.971739269438245,210,800,1
3646.87442779541,33.15340388904918,220,800,1
5118.036270141602,44.50466321862262,230,800,1
5793.309211730957,48.27757676442464,240,800,1
4604.148864746094,36.83319091796875,250,800,1
5935.502052307129,45.65770809467022,260,800,1
6194.043159484863,45.881801181369354,270,800,1
6595.6830978393555,47.11202212742397,280,800,1
6842.8754806518555,47.19224469415072,290,800,1
5186.128616333008,34.57419077555339,300,800,1
6416.606903076172,41.39746389081402,310,800,1
4262.638092041016,26.641488075256348,320,800,1
7550.477981567383,45.76047261555989,330,800,1
7106.518745422363,41.80305144366096,340,800,1
7769.131660461426,44.39503805977957,350,800,1
8367.919921875,46.48844401041667,360,800,1
8626.341819763184,46.62887470142262,370,800,1
8614.683151245117,45.340437638132194,380,800,1
9979.20036315918,51.17538647773938,390,800,1
9941.10107421875,49.70550537109375,400,800,1
9321.999549865723,45.47316853593035,410,800,1
10016.083717346191,47.69563674926758,420,800,1
7207.036018371582,33.52109775986782,430,800,1
9747.695922851562,44.307708740234375,440,800,1
9639.0962600708,42.840427822536896,450,800,1
9328.246116638184,40.55759181147036,460,800,1
10303.592681884766,43.84507524206283,470,800,1
11651.754379272461,48.548976580301925,480,800,1
9851.598739624023,40.210607100506216,490,800,1
11762.213706970215,47.04885482788086,500,800,1
11372.30396270752,44.597270441990275,510,800,1
13735.747337341309,52.82979745131272,520,800,1
13385.248184204102,50.51037050643057,530,800,1
14726.781845092773,54.54363646330657,540,800,1
14666.986465454102,53.334496238014914,550,800,1
14618.444442749023,52.20873015267509,560,800,1
13311.266899108887,46.706199645996094,570,800,1
14338.374137878418,49.44266944096006,580,800,1
13841.34292602539,46.91980652889963,590,800,1
13633.6088180542,45.445362726847335,600,800,1
15813.112258911133,51.84626970134798,610,800,1
12085.771560668945,38.986359873125636,620,800,1
16756.916046142578,53.19655887664311,630,800,1
17421.245574951172,54.44139242172241,640,800,1
15363.717079162598,47.27297562819261,650,800,1
29954.4095993042,90.77093817970969,660,800,1
29377.48432159424,87.69398304953505,670,800,1
31127.285957336426,91.55084105098949,680,800,1
30920.45783996582,89.62451547816178,690,800,1
31679.868698120117,90.51391056605748,700,800,1
32088.804244995117,90.39099787322569,710,800,1
32538.986206054688,90.38607279459634,720,800,1
16296.052932739258,44.646720363669196,730,800,1
18703.150749206543,50.5490560789366,740,800,1
17017.006874084473,45.378684997558594,750,800,1
19758.70132446289,51.99658243279708,760,800,1
19802.379608154297,51.4347522289722,770,800,1
20519.328117370605,52.61366183941181,780,800,1
20154.929161071777,51.0251371166374,790,800,1
19759.154319763184,49.39788579940796,800,800,1
19616.365432739258,48.43547020429447,810,800,1
20462.489128112793,49.908510068567786,820,800,1
16492.96283721924,39.742079125829484,830,800,1
19778.084754943848,47.09067798796154,840,800,1
22320.50895690918,52.51884460449219,850,800,1
21553.802490234375,50.1251220703125,860,800,1
20103.025436401367,46.21385157793418,870,800,1
24038.267135620117,54.63242530822754,880,800,1
14633.774757385254,32.88488709524776,890,800,1
20445.537567138672,45.43452792697482,900,800,1
21740.198135375977,47.780655242584565,910,800,1
22960.543632507324,49.914225288059406,920,800,1
16907.191276550293,36.35955113236622,930,800,1
23964.262008666992,50.987791507802115,940,800,1
25733.613967895508,54.1760294060958,950,800,1
21774.10125732422,45.36271095275879,960,800,1
25135.159492492676,51.8250711185416,970,800,1
19227.50473022461,39.239805571886954,980,800,1
24796.319007873535,50.09357375327987,990,800,1
22750.234603881836,45.50046920776367,1000,800,1
