Tiempo total(ms),Promedio(ms),Sensores,Eventos,Request a Sensor por Prueba
4254.698753356934,42.12573023125677,201,400,1
3055.882453918457,29.103642418271022,210,400,1
5268.979072570801,47.89980975064365,220,400,1
2343.3446884155273,20.376910334048066,230,400,1
4828.071594238281,40.23392995198567,240,400,1
4463.815689086914,35.71052551269531,250,400,1
5567.288398742676,42.82529537494366,260,400,1
8041.596412658691,59.56738083450882,270,400,1
4892.563819885254,34.94688442775181,280,400,1
7217.621803283691,49.77670209161166,290,400,1
3362.6794815063477,22.41786321004232,300,400,1
5182.456970214844,33.43520625945061,310,400,1
4993.271827697754,31.207948923110962,320,400,1
5729.7468185424805,34.72573829419685,330,400,1
8263.611793518066,48.609481138341565,340,400,1
5607.771873474121,32.044410705566406,350,400,1
9408.998489379883,52.27221382988824,360,400,1
8864.116668701172,47.914144155141464,370,400,1
9507.8706741333,50.04142460070158,380,400,1
9539.794921875,48.92202524038461,390,400,1
10393.261909484863,51.966309547424316,400,400,1
11389.327049255371,55.55769292319693,410,400,1
10296.463966369629,49.03078079223633,420,400,1
9187.102317810059,42.7307084549305,430,400,1
11814.117431640625,53.70053378018466,440,400,1
9303.641319274902,41.34951697455512,450,400,1
10632.705688476562,46.229155167289406,460,400,1
11286.354064941406,48.02703857421875,470,400,1
10706.710815429688,44.61129506429036,480,400,1
12897.157669067383,52.641459873744424,490,400,1
11487.913131713867,45.95165252685547,500,400,1
14231.371879577637,55.80930148853976,510,400,1
14159.607887268066,54.460030335646415,520,400,1
8735.75210571289,32.96510228570902,530,400,1
11780.548095703125,43.63165961371528,540,400,1
14930.70125579834,54.29345911199396,550,400,1
13023.066520690918,46.51095185961042,560,400,1
13958.573341369629,48.97745032059519,570,400,1
12345.671653747559,42.571281564646746,580,400,1
15164.923667907715,51.406520908161745,590,400,1
15324.997901916504,51.08332633972168,600,400,1
14788.055419921875,48.48542760630123,610,400,1
15302.300453186035,49.36225952640656,620,400,1
9360.694885253906,29.71649169921875,630,400,1
14359.140396118164,44.87231373786926,640,400,1
16810.77480316162,51.725460932804985,650,400,1
15705.91926574707,47.593694744688094,660,400,1
18463.683128356934,55.115472024946065,670,400,1
17602.63442993164,51.77245420568129,680,400,1
18055.65357208252,52.335227745166726,690,400,1
8916.616439819336,25.47604697091239,700,400,1
16101.16958618164,45.35540728501871,710,400,1
18983.55484008789,52.73209677802192,720,400,1
20257.71141052246,55.50057920691085,730,400,1
19992.613792419434,54.034091330863326,740,400,1
19362.425804138184,51.63313547770182,750,400,1
15783.858299255371,41.536469208566764,760,400,1
18941.211700439453,49.19795246867391,770,400,1
21679.75902557373,55.58912570659931,780,400,1
18268.275260925293,46.24879812892479,790,400,1
9457.683563232422,23.644208908081055,800,400,1
16078.948974609375,39.701108579282405,810,400,1
22352.981567382812,54.51946723751906,820,400,1
20388.57936859131,49.12910691226821,830,400,1
11105.728149414062,26.442209879557293,840,400,1
23447.537422180176,55.17067628748277,850,400,1
19243.192672729492,44.75161086681277,860,400,1
22901.67808532715,52.64753582833828,870,400,1
20686.936378479004,47.01576449654319,880,400,1
22306.108474731445,50.12608646007066,890,400,1
16927.266120910645,37.61614693535699,900,400,1
24635.52951812744,54.14402091896141,910,400,1
24076.509475708008,52.34023799066958,920,400,1
23076.725006103516,49.62736560452369,930,400,1
26908.087730407715,57.25125049022918,940,400,1
25731.08673095703,54.17070890727797,950,400,1
25751.924514770508,53.649842739105225,960,400,1
23252.84481048584,47.9440099185275,970,400,1
24323.201179504395,49.639186080621215,980,400,1
27141.833305358887,54.83198647547249,990,400,1
14757.180213928223,29.514360427856445,1000,400,1
