Tiempo total(ms),Promedio(ms),Sensores,Eventos,Request a Sensor por Prueba
4781.579971313477,47.342375953598776,201,200,1
4672.2412109375,44.497535342261905,210,200,1
5248.594284057617,47.71449349143288,220,200,1
6312.894821166992,54.89473757536515,230,200,1
5376.100540161133,44.8008378346761,240,200,1
5701.899528503418,45.615196228027344,250,200,1
5786.2043380737305,44.5092641390287,260,200,1
6213.068962097168,46.02273305257161,270,200,1
5517.935752868652,39.41382680620466,280,200,1
7281.684875488281,50.218516382677805,290,200,1
7616.8060302734375,50.778706868489586,300,200,1
7139.730453491211,46.06277711929814,310,200,1
8215.999603271484,51.34999752044678,320,200,1
7642.197608947754,46.3163491451379,330,200,1
8491.53995513916,49.95023503023035,340,200,1
7857.394218444824,44.89939553397043,350,200,1
9080.43384552002,50.44685469733344,360,200,1
9310.102462768555,50.32487817712732,370,200,1
8791.685104370117,46.272026865105886,380,200,1
10679.65030670166,54.76743747026492,390,200,1
10916.01848602295,54.580092430114746,400,200,1
9615.492820739746,46.90484302799876,410,200,1
10012.364387512207,47.67792565482004,420,200,1
9789.013862609863,45.53029703539471,430,200,1
11556.339263916016,52.52881483598189,440,200,1
10816.144943237305,48.07175530327691,450,200,1
11843.705177307129,51.49437033611796,460,200,1
12566.089630126953,53.47272183032746,470,200,1
10796.689987182617,44.98620827992757,480,200,1
8488.36898803711,34.646404032804526,490,200,1
12609.076499938965,50.43630599975586,500,200,1
13159.942626953125,51.60761814491421,510,200,1
12656.545639038086,48.67902168860802,520,200,1
14018.940925598145,52.90166387018168,530,200,1
13656.306266784668,50.578912099202476,540,200,1
14831.256866455078,53.93184315074574,550,200,1
14573.431015014648,52.0479679107666,560,200,1
14352.29778289795,50.358939589115614,570,200,1
15497.374534606934,53.439222533127364,580,200,1
14369.964599609375,48.71174440545551,590,200,1
14276.361465454102,47.58787155151367,600,200,1
14799.40414428711,48.52263653864626,610,200,1
16678.833961486816,53.80269019834457,620,200,1
16628.83758544922,52.78996058872768,630,200,1
16540.47966003418,51.68899893760681,640,200,1
16233.682632446289,49.949792715219345,650,200,1
16153.883934020996,48.95116343642726,660,200,1
16641.40224456787,49.67582759572499,670,200,1
18241.286277770996,53.65084199344411,680,200,1
17579.126358032227,50.95398944357167,690,200,1
18351.74560546875,52.43355887276786,700,200,1
18892.00210571289,53.216907340036315,710,200,1
18842.91172027588,52.34142144521078,720,200,1
15312.21866607666,41.95128401664838,730,200,1
20013.117790222168,54.08950754114099,740,200,1
20920.419692993164,55.78778584798177,750,200,1
20335.62660217285,53.514806847823294,760,200,1
19736.170768737793,51.26278121750076,770,200,1
19789.624214172363,50.74262619018555,780,200,1
21035.95733642578,53.25558819348299,790,200,1
20869.30274963379,52.17325687408447,800,200,1
20565.86742401123,50.779919565459835,810,200,1
20687.91389465332,50.45832657232517,820,200,1
16660.284996032715,40.14526505068124,830,200,1
19871.926307678223,47.314110256376715,840,200,1
18760.87188720703,44.143227969898895,850,200,1
20943.164825439453,48.70503447776617,860,200,1
20533.6332321167,47.203754556590106,870,200,1
23969.93637084961,54.4771281155673,880,200,1
24508.118629455566,55.074423886417,890,200,1
23804.473876953125,52.89883083767362,900,200,1
24923.82526397705,54.7776379428067,910,200,1
24189.85366821289,52.58663840915846,920,200,1
24119.66323852539,51.87024352371051,930,200,1
25195.47939300537,53.60740296384122,940,200,1
21477.413177490234,45.215606689453125,950,200,1
22972.393035888672,47.859152158101395,960,200,1
28101.778030395508,57.941810371949494,970,200,1
19169.42596435547,39.12127747827647,980,200,1
25103.90281677246,50.714955185398914,990,200,1
25939.91756439209,51.87983512878418,1000,200,1
