Tiempo total(ms),Promedio(ms),Sensores,Eventos,Request a Sensor por Prueba
234566.0924911499,58.06091398295789,201,800,40
284417.200088501,67.71838097345262,210,800,40
279833.2691192627,63.59847025437788,220,800,40
255906.5580368042,55.63186044278352,230,800,40
221770.5488204956,46.202197670936584,240,800,40
241040.301322937,48.2080602645874,250,800,40
239995.67031860352,46.15301352280837,260,800,40
311944.7708129883,57.76755015055339,270,800,40
313232.0165634155,55.934288672038484,280,800,40
260696.57802581787,44.94768586652033,290,800,40
360425.329208374,60.070888201395675,300,800,40
328025.0310897827,52.90726307899721,310,800,40
396517.6582336426,61.95588409900665,320,800,40
412287.2829437256,62.46777014298872,330,800,40
378908.5388183594,55.72184394387638,340,800,40
413798.451423645,59.114064489092144,350,800,40
330900.31147003174,45.95837659305995,360,800,40
351817.8701400757,47.54295542433455,370,800,40
470233.46424102783,61.8728242422405,380,800,40
524373.1737136841,67.22732996329282,390,800,40
433146.1191177368,54.1432648897171,400,800,40
473920.77445983887,57.795216397541324,410,800,40
452812.88623809814,53.90629598072597,420,800,40
475882.3871612549,55.335161297820335,430,800,40
495630.7649612427,56.32167783650484,440,800,40
602246.3083267212,66.9162564807468,450,800,40
499799.4899749756,54.32603151901908,460,800,40
618416.7623519897,65.78901727148828,470,800,40
599117.374420166,62.40805983543396,480,800,40
586679.0771484375,59.865211953922184,490,800,40
613040.5426025391,61.304054260253906,500,800,40
660439.8250579834,64.74900245666504,510,800,40
426177.64472961426,40.97861968553984,520,800,40
690650.3677368164,65.15569506951098,530,800,40
722039.4134521484,66.8555012455693,540,800,40
727918.6487197876,66.17442261088978,550,800,40
612428.3790588379,54.68110527311053,560,800,40
757496.5953826904,66.44706977041145,570,800,40
587332.1771621704,50.63208423811814,580,800,40
799561.4767074585,67.75944717859818,590,800,40
616149.4493484497,51.34578744570415,600,800,40
